Horizon,B,block_months,actual_improvement_pct,share_positive,p2_5,p5,p95,p97_5,cw_boot_one_sided_p
12,5000,12,-0.48375140972009734,0.0,-1.6415870398229697,-1.4862431997431549,-0.4365429809872935,-0.4280427960801635,1.0
