Horizon,B,block_months,actual_improvement_pct,share_positive,p2_5,p5,p95,p97_5,cw_boot_one_sided_p
1,5000,12,0.3617871927637257,0.8262,-0.5046318605879033,-0.3413624432306533,1.305917179679386,1.4370564183907832,0.03659268146370726
