Country,Country_Key,Origin,target_date,y_target,f_AR,f_GRE,Horizon,signal,e0,e1,cw
Egypt,egypt,2021-09-01,2021-12-01,6.916977458093792,7.370919980640018,7.303330663963795,3,zgre,-0.45394252254622547,-0.38635320587000255,0.06136332981836057
Equatorial Guinea,equatorialguinea,2021-09-01,2021-12-01,23.945712340149303,-1.3592591592324652,-1.4994640304012563,3,zgre,25.304971499381768,25.44517637055056,-7.0957605380014
Eritrea,eritrea,2021-09-01,2021-12-01,9.22979014097922,4.21563981431791,4.600038835560619,3,zgre,5.01415032666131,4.629751305418601,3.854868955864834
Eswatini,eswatini,2021-09-01,2021-12-01,9.193462210303563,4.418989303034518,3.9459467637927275,3,zgre,4.774472907269045,5.247515446510835,-4.517057575191362
Ethiopia,ethiopia,2021-09-01,2021-12-01,11.675298180791948,8.854938799079562,8.985518305132029,3,zgre,2.820359381712386,2.6897798756599194,0.7365622699088865
Gabon,gabon,2021-09-01,2021-12-01,24.281474009588894,5.6507134811616435,5.594692993921212,3,zgre,18.630760528427253,18.686781015667684,-2.0874085649246013
Gambia,gambia,2021-09-01,2021-12-01,13.003841499044846,8.1418813435226,7.841096071059255,3,zgre,4.861960155522246,5.162745427985591,-2.9248120201693766
Ghana,ghana,2021-09-01,2021-12-01,12.653311879630197,8.809200427321603,7.9043633827217485,3,zgre,3.844111452308594,4.748948496908448,-6.9565888912387255
Guinea,guinea,2021-09-01,2021-12-01,13.288634489041096,10.132894320283622,10.511809465246904,3,zgre,3.1557401687574735,2.776825023794192,2.391515487022377
Guinea-Bissau,guineabissau,2021-09-01,2021-12-01,12.721249556122572,4.759944263172975,4.684994698782201,3,zgre,7.961305292949597,8.03625485734037,-1.1933927273770735
Ivory Coast,ivorycoast,2021-09-01,2021-12-01,13.845961093833775,9.739514880377701,8.742566674697832,3,zgre,4.106446213456074,5.1033944191359435,-8.187828368451854
Kenya,kenya,2021-09-01,2021-12-01,13.70030726768254,6.698363289725381,6.989310589261139,3,zgre,7.001943977957159,6.710996678421401,4.0743933837745985
Lesotho,lesotho,2021-09-01,2021-12-01,4.392991856736956,-0.0036487410215970684,0.17234776008914296,3,zgre,4.396640597758553,4.220644096647813,1.5475867236938754
Liberia,liberia,2021-09-01,2021-12-01,6.538768798497011,5.515236005515765,5.579403216017205,3,zgre,1.0235327929812454,0.9593655824798057,0.1313544883647082
Libya,libya,2021-09-01,2021-12-01,14.951529815929842,11.562101397648533,9.426532845080706,3,zgre,3.389428418281309,5.524996970849136,-14.476713482522548
Madagascar,madagascar,2021-09-01,2021-12-01,12.238814714166264,5.911882082186315,4.718659689687227,3,zgre,6.326932631979949,7.5201550244790365,-15.098875384623327
Malawi,malawi,2021-09-01,2021-12-01,12.178871972202804,4.393930424117086,4.615792064886306,3,zgre,7.784941548085719,7.5630799073164985,3.454359810301547
Mali,mali,2021-09-01,2021-12-01,8.82831379268812,7.594604998721326,7.941793232544754,3,zgre,1.2337087939667928,0.8865205601433654,0.8566583544595228
Mauritania,mauritania,2021-09-01,2021-12-01,8.811891722926328,5.4643000215481905,5.449529859444473,3,zgre,3.3475917013781373,3.362361863481855,-0.09888894417282934
Mauritius,mauritius,2021-09-01,2021-12-01,14.675957859600548,5.756621739027903,6.62403459065314,3,zgre,8.919336120572645,8.051923268947409,15.473493557899786
Morocco,morocco,2021-09-01,2021-12-01,13.31901145971405,3.25990182319201,2.120679508081437,3,zgre,10.05910963652204,11.198331951632612,-22.919124336139404
